Exclude	PersonID	Forename	Patronymic	Surname	Birth	Sex	Country	Occupation	Draft Seen	urlPersonal	urlWiki
1									https://www.rada.gov.ua/meeting/stenogr/show/4941.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/5001.html https://www.rada.gov.ua/meeting/stenogr/show/6420.html https://www.rada.gov.ua/meeting/stenogr/show/7343.html		
1									https://www.rada.gov.ua/meeting/stenogr/show/5001.html https://www.rada.gov.ua/meeting/stenogr/show/5009.html https://www.rada.gov.ua/meeting/stenogr/show/6248.html https://www.rada.gov.ua/meeting/stenogr/show/6298.html https://www.rada.gov.ua/meeting/stenogr/show/6312.html		
1	ВалеріяОлексіївнаГонтарєва	Валерія	Олексіївна	Гонтарєва		F	UA		https://www.rada.gov.ua/meeting/stenogr/show/5640.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html		
1	ВалеріяОлексіївнаГонтарева--Гонтарєва.1964	Валерія	Олексіївна	Гонтарева ; Гонтарєва	1964-10-20	F	UA	голова Національного банку України 	https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5683.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5767.html https://www.rada.gov.ua/meeting/stenogr/show/5792.html https://www.rada.gov.ua/meeting/stenogr/show/5792.html https://www.rada.gov.ua/meeting/stenogr/show/5792.html https://www.rada.gov.ua/meeting/stenogr/show/5792.html https://www.rada.gov.ua/meeting/stenogr/show/5792.html https://www.rada.gov.ua/meeting/stenogr/show/5792.html https://www.rada.gov.ua/meeting/stenogr/show/5817.html https://www.rada.gov.ua/meeting/stenogr/show/5817.html https://www.rada.gov.ua/meeting/stenogr/show/5817.html https://www.rada.gov.ua/meeting/stenogr/show/5817.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6120.html https://www.rada.gov.ua/meeting/stenogr/show/6744.html https://www.rada.gov.ua/meeting/stenogr/show/6744.html https://www.rada.gov.ua/meeting/stenogr/show/6744.html		https://en.wikipedia.org/wiki/Valeria_Hontareva
1	ВолодимирПавловичГорбулін.1939	Володимир	Павлович	Горбулін	1939-01-17	M	UA	директор Національного інституту стратегічних досліджень	https://www.rada.gov.ua/meeting/stenogr/show/6554.html		https://en.wikipedia.org/wiki/Volodymyr_Horbulin
1	ІгорЄвгеновичГоцул.1965	Ігор	Євгенович	Гоцул	1965-03-14	M	UA	перший заступник міністра молоді та спорту	https://www.rada.gov.ua/meeting/stenogr/show/6336.html https://www.rada.gov.ua/meeting/stenogr/show/6336.html https://www.rada.gov.ua/meeting/stenogr/show/6336.html https://www.rada.gov.ua/meeting/stenogr/show/6336.html		https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%86%D1%83%D0%BB_%D0%86%D0%B3%D0%BE%D1%80_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
1	АндрійІвановичГраділь.1973	Андрій	Іванович	Граділь	1973-04-01	M	UA	заступник міністра фінансів	https://www.rada.gov.ua/meeting/stenogr/show/6481.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html https://www.rada.gov.ua/meeting/stenogr/show/7118.html		https://uk.everybodywiki.com/%D0%93%D1%80%D0%B0%D0%B4%D1%96%D0%BB%D1%8C_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
1	ВіталійВячеславовичГрень.1986	Віталій	Вячеславович	Грень	1986-06-18	M	UA	член Центральної виборчої комісії	https://www.rada.gov.ua/meeting/stenogr/show/7235.html	https://cvk.gov.ua/sklad_cvk/gren-vitaliy-vyacheslavovich.html	
1	ПавлоМиколайовичГречківський.1968	Павло	Миколайович	Гречківський	1968-07-27	M	UA	член Вищої ради юстиції	https://www.rada.gov.ua/meeting/stenogr/show/5423.html	https://hcj.gov.ua/page/grechkivskyy-pavlo-mykolayovych&cd=1&hl=uk&ct=clnk&gl=si	
1	ЮрійВеніаміновичГусєв.1979	Юрій	Веніамінович	Гусєв	1979-11-15	M	UA	заступник міністра оборони	https://www.rada.gov.ua/meeting/stenogr/show/5842.html https://www.rada.gov.ua/meeting/stenogr/show/5842.html https://www.rada.gov.ua/meeting/stenogr/show/5927.html https://www.rada.gov.ua/meeting/stenogr/show/5927.html https://www.rada.gov.ua/meeting/stenogr/show/5927.html https://www.rada.gov.ua/meeting/stenogr/show/5927.html https://www.rada.gov.ua/meeting/stenogr/show/5927.html		https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%81%D1%94%D0%B2_%D0%AE%D1%80%D1%96%D0%B9_%D0%92%D0%B5%D0%BD%D1%96%D0%B0%D0%BC%D1%96%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
1	АнастасіяЄвгеніївнаДєєва.1992	Анастасія	Євгеніївна	Дєєва	1992-03-02	F	UA	заступник Міністра внутрішніх справ	https://www.rada.gov.ua/meeting/stenogr/show/6356.html https://www.rada.gov.ua/meeting/stenogr/show/6356.html https://www.rada.gov.ua/meeting/stenogr/show/6407.html		https://uk.wikipedia.org/wiki/%D0%94%D1%94%D1%94%D0%B2%D0%B0_%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D1%96%D1%8F_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD%D1%96%D1%97%D0%B2%D0%BD%D0%B0
1	ВалентинаІванівнаДанішевська.1957	Валентина	Іванівна	Данішевська	1957-03-23	F	UA	голова Верховного Суду України	https://www.rada.gov.ua/meeting/stenogr/show/7240.html https://www.rada.gov.ua/meeting/stenogr/show/7240.html https://www.rada.gov.ua/meeting/stenogr/show/7240.html https://www.rada.gov.ua/meeting/stenogr/show/7245.html		https://en.wikipedia.org/wiki/Valentyna_Danishevska
1	ДмитроВолодимировичДемидович.1976	Дмитро	Володимирович	Демидович	1976-05-03	M	UA	заступник міністра інфраструктури	https://www.rada.gov.ua/meeting/stenogr/show/4977.html https://www.rada.gov.ua/meeting/stenogr/show/4977.html		
1									https://www.rada.gov.ua/meeting/stenogr/show/5164.html		
1	ЕмінеАйяровнаДжапарова.1983	Еміне	Айяровна	Джапарова	1983-05-05	F	UA	перший заступник міністра інформаційної політики	https://www.rada.gov.ua/meeting/stenogr/show/6295.html		https://en.wikipedia.org/wiki/Emine_Dzhaparova
1	ЮрійАнатолійовичДжигир.1975	Юрій	Анатолійович	Джигир	1975-11-19	M	UA	заступник міністра фінансів України	https://www.rada.gov.ua/meeting/stenogr/show/7187.html https://www.rada.gov.ua/meeting/stenogr/show/7252.html https://www.rada.gov.ua/meeting/stenogr/show/7252.html https://www.rada.gov.ua/meeting/stenogr/show/7252.html https://www.rada.gov.ua/meeting/stenogr/show/7252.html https://www.rada.gov.ua/meeting/stenogr/show/7252.html https://www.rada.gov.ua/meeting/stenogr/show/7252.html https://www.rada.gov.ua/meeting/stenogr/show/7252.html https://www.rada.gov.ua/meeting/stenogr/show/7341.html		https://uk.everybodywiki.com/%D0%94%D0%B6%D0%B8%D0%B3%D0%B8%D1%80_%D0%AE%D1%80%D1%96%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
1	ДжоБайден.1942	Джо		Байден	1942-11-20	M	US	Віце-президент Сполучених Штатів Америки	https://www.rada.gov.ua/meeting/stenogr/show/6061.html https://www.rada.gov.ua/meeting/stenogr/show/6061.html		https://en.wikipedia.org/wiki/Joe_Biden
1	ВікторМиколайовичДовгань.1905	Віктор	Миколайович	Довгань	1980	M	UA	заступник міністра інфраструктури	https://www.rada.gov.ua/meeting/stenogr/show/6391.html https://www.rada.gov.ua/meeting/stenogr/show/6462.html https://www.rada.gov.ua/meeting/stenogr/show/6492.html https://www.rada.gov.ua/meeting/stenogr/show/6508.html https://www.rada.gov.ua/meeting/stenogr/show/6607.html https://www.rada.gov.ua/meeting/stenogr/show/6734.html https://www.rada.gov.ua/meeting/stenogr/show/7052.html https://www.rada.gov.ua/meeting/stenogr/show/7052.html https://www.rada.gov.ua/meeting/stenogr/show/7127.html https://www.rada.gov.ua/meeting/stenogr/show/7127.html https://www.rada.gov.ua/meeting/stenogr/show/7127.html https://www.rada.gov.ua/meeting/stenogr/show/7127.html https://www.rada.gov.ua/meeting/stenogr/show/7202.html https://www.rada.gov.ua/meeting/stenogr/show/7206.html		
1	ІгорОлексійовичДолгов.1957	Ігор	Олексійович	Долгов	1957-06-06	M	UA	заступник міністра оборони	https://www.rada.gov.ua/meeting/stenogr/show/5933.html https://www.rada.gov.ua/meeting/stenogr/show/5933.html		https://en.wikipedia.org/wiki/Ihor_Dolhov
1	ЮрійОлеговичДраганчук.1984	Юрій	Олегович	Драганчук	1984-11-06	M	UA	заступник міністра фінансів	https://www.rada.gov.ua/meeting/stenogr/show/7762.html https://www.rada.gov.ua/meeting/stenogr/show/7954.html		
1	БогданЄвгеновичДрап'ятий.1985	Богдан	Євгенович	Драп'ятий	1985-01-28	M	UA	заступник міністра внутрішніх справ	https://www.rada.gov.ua/meeting/stenogr/show/7873.html https://www.rada.gov.ua/meeting/stenogr/show/7886.html https://www.rada.gov.ua/meeting/stenogr/show/7904.html https://www.rada.gov.ua/meeting/stenogr/show/7914.html https://www.rada.gov.ua/meeting/stenogr/show/7914.html https://www.rada.gov.ua/meeting/stenogr/show/7954.html	https://mvs.gov.ua/uk/struktura/team/drapyatii-bogdan-jevgenovic	
1	ЛідіяМиколаївнаДроздова.1957	Лідія	Миколаївна	Дроздова	1957-09-12	F	UA	заступник міністра соціальної політики України	https://www.rada.gov.ua/meeting/stenogr/show/4997.html https://www.rada.gov.ua/meeting/stenogr/show/5035.html		
1	ОлександрВолодимировичДублян.1964	Олександр	Володимирович	Дублян	1964-05-24	M	UA	заступник міністра оборони	https://www.rada.gov.ua/meeting/stenogr/show/6248.html https://www.rada.gov.ua/meeting/stenogr/show/6331.html https://www.rada.gov.ua/meeting/stenogr/show/6331.html https://www.rada.gov.ua/meeting/stenogr/show/6331.html https://www.rada.gov.ua/meeting/stenogr/show/6350.html		https://uk.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D0%BB%D1%8F%D0%BD_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
1	ВікторБорисовичДубовик.1962	Віктор	Борисович	Дубовик	1962-12-26	M	UA	перший заступник міністра внутрішніх справ	https://www.rada.gov.ua/meeting/stenogr/show/5022.html https://www.rada.gov.ua/meeting/stenogr/show/5070.html https://www.rada.gov.ua/meeting/stenogr/show/5070.html https://www.rada.gov.ua/meeting/stenogr/show/5070.html https://www.rada.gov.ua/meeting/stenogr/show/5070.html		
1	СергійОлеговичДубовик.1971	Сергій	Олегович	Дубовик	1971-04-22	M	UA	член Центральної виборчої комісії	https://www.rada.gov.ua/meeting/stenogr/show/7235.html	https://cvk.gov.ua/sklad_cvk/dubovik-sergiy-olegovich.html	
1	ОльгаМиколаївнаЖелтова.1964	Ольга	Миколаївна	Желтова	1964-08-08	F	UA	член Центральної виборчої комісії	https://www.rada.gov.ua/meeting/stenogr/show/6919.html	https://cvk.gov.ua/sklad_cvk/zheltova-olga-mikolaivna.html	
1	ЖерарЛарше.1949	Жерар		Ларше	1949-09-14	M	FR	Голова Сенату Французької Республіки	https://www.rada.gov.ua/meeting/stenogr/show/8024.html		https://en.wikipedia.org/wiki/G%C3%A9rard_Larcher
1	ДмитроВолодимировичЖуравльов.1968	Дмитро	Володимирович	Журавльов	1968-11-09	M	UA	кандидат на посаду судді Конституційного Суду України	https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html	https://www.rada.gov.ua/uploads/documents/65385.pdf	
1	ЕмануелісЗінгяріас.1957	Емануеліс		Зінгяріас	1957-07-16	M	LT	член Сейму Литовської Республіки	https://www.rada.gov.ua/meeting/stenogr/show/7954.html		
1	ЮрійМихайловичЗакопець.1905	Юрій	Михайлович	Закопець	1996	M	UA		https://www.rada.gov.ua/meeting/stenogr/show/6253.html		
1	Замана			Замана		M			https://www.rada.gov.ua/meeting/stenogr/show/5168.html		
1	Замлинський			Замлинський		M			https://www.rada.gov.ua/meeting/stenogr/show/7561.html https://www.rada.gov.ua/meeting/stenogr/show/7617.html https://www.rada.gov.ua/meeting/stenogr/show/7865.html		
1	Захаров			Захаров		M			https://www.rada.gov.ua/meeting/stenogr/show/6436.html		
1	ВолодимирПавловичЗвєрєв	Володимир	Павлович	Звєрєв		M	UA		https://www.rada.gov.ua/meeting/stenogr/show/5906.html https://www.rada.gov.ua/meeting/stenogr/show/5906.html		
1	ЕкаЗгуладзе	Ека		Згуладзе		F			https://www.rada.gov.ua/meeting/stenogr/show/5781.html		
1	Згуладзе			Згуладзе		F			https://www.rada.gov.ua/meeting/stenogr/show/5781.html		
1	Згуладзе-Глуксманн			Згуладзе-Глуксманн					https://www.rada.gov.ua/meeting/stenogr/show/5888.html https://www.rada.gov.ua/meeting/stenogr/show/5888.html https://www.rada.gov.ua/meeting/stenogr/show/5941.html https://www.rada.gov.ua/meeting/stenogr/show/5941.html https://www.rada.gov.ua/meeting/stenogr/show/5941.html https://www.rada.gov.ua/meeting/stenogr/show/5945.html https://www.rada.gov.ua/meeting/stenogr/show/5945.html https://www.rada.gov.ua/meeting/stenogr/show/5945.html https://www.rada.gov.ua/meeting/stenogr/show/5945.html https://www.rada.gov.ua/meeting/stenogr/show/5947.html		
1	Згуладзе-Глуксманн			Згуладзе-Глуксманн					https://www.rada.gov.ua/meeting/stenogr/show/5945.html		
1	Зеркаль			Зеркаль		F			https://www.rada.gov.ua/meeting/stenogr/show/6131.html https://www.rada.gov.ua/meeting/stenogr/show/6520.html https://www.rada.gov.ua/meeting/stenogr/show/6520.html https://www.rada.gov.ua/meeting/stenogr/show/6734.html https://www.rada.gov.ua/meeting/stenogr/show/6886.html https://www.rada.gov.ua/meeting/stenogr/show/6886.html https://www.rada.gov.ua/meeting/stenogr/show/6886.html		
1	ЗузанаЧапутова	Зузана		Чапутова		F			https://www.rada.gov.ua/meeting/stenogr/show/8005.html		
1	Зюков			Зюков					https://www.rada.gov.ua/meeting/stenogr/show/5686.html		
1	ЙонасЛесіс	Йонас		Лесіс		M			https://www.rada.gov.ua/meeting/stenogr/show/6963.html		
1	Карандєєв			Карандєєв		M			https://www.rada.gov.ua/meeting/stenogr/show/5894.html https://www.rada.gov.ua/meeting/stenogr/show/6323.html https://www.rada.gov.ua/meeting/stenogr/show/7630.html https://www.rada.gov.ua/meeting/stenogr/show/7739.html https://www.rada.gov.ua/meeting/stenogr/show/7752.html https://www.rada.gov.ua/meeting/stenogr/show/7834.html		
1	ВадимАнатолійовичКарандій	Вадим	Анатолійович	Карандій		M			https://www.rada.gov.ua/meeting/stenogr/show/7141.html		
1	ОлександраОлександрівнаКармаза.1972	Олександра	Олександрівна	Кармаза	1972-11-08	F	UA	член Центральної виборчої комісії	https://www.rada.gov.ua/meeting/stenogr/show/7235.html	https://cvk.gov.ua/sklad_cvk/karmaza-oleksandra-oleksandrivna.html	
1	ОлександрВолодимировичКасмінін	Олександр	Володимирович	Касмінін		M			https://www.rada.gov.ua/meeting/stenogr/show/5060.html		
1	МиколаОлександровичКизим	Микола	Олександрович	Кизим		M			https://www.rada.gov.ua/meeting/stenogr/show/7688.html https://www.rada.gov.ua/meeting/stenogr/show/7699.html https://www.rada.gov.ua/meeting/stenogr/show/7793.html		
1	СергійОлеговичКислиця	Сергій	Олегович	Кислиця		M			https://www.rada.gov.ua/meeting/stenogr/show/5488.html https://www.rada.gov.ua/meeting/stenogr/show/6303.html https://www.rada.gov.ua/meeting/stenogr/show/6303.html https://www.rada.gov.ua/meeting/stenogr/show/6336.html https://www.rada.gov.ua/meeting/stenogr/show/6391.html https://www.rada.gov.ua/meeting/stenogr/show/6391.html https://www.rada.gov.ua/meeting/stenogr/show/6533.html https://www.rada.gov.ua/meeting/stenogr/show/6607.html https://www.rada.gov.ua/meeting/stenogr/show/6976.html https://www.rada.gov.ua/meeting/stenogr/show/6976.html https://www.rada.gov.ua/meeting/stenogr/show/6976.html https://www.rada.gov.ua/meeting/stenogr/show/6976.html https://www.rada.gov.ua/meeting/stenogr/show/6979.html		
1	СергійМиколайовичКнязєв	Сергій	Миколайович	Князєв		M			https://www.rada.gov.ua/meeting/stenogr/show/6936.html https://www.rada.gov.ua/meeting/stenogr/show/6936.html https://www.rada.gov.ua/meeting/stenogr/show/6936.html		
1	ЯремБогдановичКовалів	Ярем	Богданович	Ковалів		M			https://www.rada.gov.ua/meeting/stenogr/show/6430.html		
1	ПавлоКовтонюк	Павло		Ковтонюк		M			https://www.rada.gov.ua/meeting/stenogr/show/6819.html https://www.rada.gov.ua/meeting/stenogr/show/6819.html https://www.rada.gov.ua/meeting/stenogr/show/6819.html https://www.rada.gov.ua/meeting/stenogr/show/6847.html https://www.rada.gov.ua/meeting/stenogr/show/6919.html https://www.rada.gov.ua/meeting/stenogr/show/7010.html https://www.rada.gov.ua/meeting/stenogr/show/7038.html https://www.rada.gov.ua/meeting/stenogr/show/7038.html https://www.rada.gov.ua/meeting/stenogr/show/7095.html https://www.rada.gov.ua/meeting/stenogr/show/7169.html		
1	Ковтунець			Ковтунець					https://www.rada.gov.ua/meeting/stenogr/show/6407.html https://www.rada.gov.ua/meeting/stenogr/show/6407.html https://www.rada.gov.ua/meeting/stenogr/show/6407.html https://www.rada.gov.ua/meeting/stenogr/show/6407.html https://www.rada.gov.ua/meeting/stenogr/show/6407.html https://www.rada.gov.ua/meeting/stenogr/show/6609.html https://www.rada.gov.ua/meeting/stenogr/show/6629.html https://www.rada.gov.ua/meeting/stenogr/show/6659.html https://www.rada.gov.ua/meeting/stenogr/show/6659.html https://www.rada.gov.ua/meeting/stenogr/show/6704.html https://www.rada.gov.ua/meeting/stenogr/show/6847.html https://www.rada.gov.ua/meeting/stenogr/show/6905.html		
1	ПавлоГенріховичКозирєв	Павло	Генріхович	Козирєв		M			https://www.rada.gov.ua/meeting/stenogr/show/5257.html https://www.rada.gov.ua/meeting/stenogr/show/5257.html		
1	НаталіяВікторівнаКозловська	Наталія	Вікторівна	Козловська		F			https://www.rada.gov.ua/meeting/stenogr/show/8061.html		
1	В'ячеславМиколайовичКоломієць	В'ячеслав	Миколайович	Коломієць		M			https://www.rada.gov.ua/meeting/stenogr/show/4941.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4969.html https://www.rada.gov.ua/meeting/stenogr/show/5018.html https://www.rada.gov.ua/meeting/stenogr/show/5027.html https://www.rada.gov.ua/meeting/stenogr/show/5048.html https://www.rada.gov.ua/meeting/stenogr/show/5048.html https://www.rada.gov.ua/meeting/stenogr/show/5113.html		
1	ВалеріяРудольфівнаКоломієць	Валерія	Рудольфівна	Коломієць		M			https://www.rada.gov.ua/meeting/stenogr/show/7432.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7730.html https://www.rada.gov.ua/meeting/stenogr/show/7886.html https://www.rada.gov.ua/meeting/stenogr/show/7954.html		
1	ОлександрОлеговичКомаріда	Олександр	Олегович	Комаріда		M			https://www.rada.gov.ua/meeting/stenogr/show/7873.html https://www.rada.gov.ua/meeting/stenogr/show/7873.html		
1	Коморовський			Коморовський		M			https://www.rada.gov.ua/meeting/stenogr/show/5842.html https://www.rada.gov.ua/meeting/stenogr/show/5842.html		
1	ОлегМиколайовичКонопольський	Олег	Миколайович	Конопольський		M			https://www.rada.gov.ua/meeting/stenogr/show/6919.html		
1	Корзун			Корзун					https://www.rada.gov.ua/meeting/stenogr/show/6469.html https://www.rada.gov.ua/meeting/stenogr/show/6629.html https://www.rada.gov.ua/meeting/stenogr/show/6777.html https://www.rada.gov.ua/meeting/stenogr/show/6819.html https://www.rada.gov.ua/meeting/stenogr/show/6819.html https://www.rada.gov.ua/meeting/stenogr/show/6847.html https://www.rada.gov.ua/meeting/stenogr/show/6847.html https://www.rada.gov.ua/meeting/stenogr/show/6847.html https://www.rada.gov.ua/meeting/stenogr/show/6919.html https://www.rada.gov.ua/meeting/stenogr/show/6919.html https://www.rada.gov.ua/meeting/stenogr/show/7024.html https://www.rada.gov.ua/meeting/stenogr/show/7024.html https://www.rada.gov.ua/meeting/stenogr/show/7095.html https://www.rada.gov.ua/meeting/stenogr/show/7095.html https://www.rada.gov.ua/meeting/stenogr/show/7127.html https://www.rada.gov.ua/meeting/stenogr/show/7127.html https://www.rada.gov.ua/meeting/stenogr/show/7127.html https://www.rada.gov.ua/meeting/stenogr/show/7155.html https://www.rada.gov.ua/meeting/stenogr/show/7169.html		
1	АнтонОлександровичКориневич	Антон	Олександрович	Кориневич		M			https://www.rada.gov.ua/meeting/stenogr/show/7922.html		
1	ОлександрВасильовичКорнейко	Олександр	Васильович	Корнейко		M			https://www.rada.gov.ua/meeting/stenogr/show/5840.html https://www.rada.gov.ua/meeting/stenogr/show/5866.html https://www.rada.gov.ua/meeting/stenogr/show/5866.html https://www.rada.gov.ua/meeting/stenogr/show/5866.html		
1	ВолодимирІвановичКосюга	Володимир	Іванович	Косюга		M			https://www.rada.gov.ua/meeting/stenogr/show/5257.html https://www.rada.gov.ua/meeting/stenogr/show/5257.html		
1	Крапівницька			Крапівницька		F			https://www.rada.gov.ua/meeting/stenogr/show/5060.html		
1	ОлександрВасильовичКраснолуцький	Олександр	Васильович	Краснолуцький		M			https://www.rada.gov.ua/meeting/stenogr/show/7908.html		
1	ЯрославВасильовичКраснопольський	Ярослав	Васильович	Краснопольський		M			https://www.rada.gov.ua/meeting/stenogr/show/6057.html		
