cnt	orgID	isFraction	term	postID	orgName	postName
1	3112	unknown	9	917	підкомітету з питань прав і свобод осіб, які проживають на  тимчасово окупованих територіях України та внутрішньо переміщених осіб Комітету Верховної Ради України з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин	Голова підкомітету Комітету Верховної Ради України
1	3113	unknown	9	917	підкомітету з питань тимчасово окупованих територій України Комітету Верховної Ради України з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин	Голова підкомітету Комітету Верховної Ради України
1	3114	unknown	9	917	підкомітету з питань профілактики та боротьби з онкологічними захворюваннями Комітету Верховної Ради України з питань здоров’я нації, медичної допомоги та медичного страхування	Голова підкомітету Комітету Верховної Ради України
1	3115	unknown	9	1033	підкомітету з питань політичної реформи та конституційного права Комітету Верховної Ради України з питань правової політики	Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3117	unknown	9	917	підкомітету з питань діяльності органів юстиції, органів виконання покарань та пробації Комітету Верховної Ради України з питань правової політики	Голова підкомітету Комітету Верховної Ради України
1	3118	unknown	9	917	підкомітету з цивільного та адміністративного законодавства Комітету Верховної Ради України з питань правової політики	Голова підкомітету Комітету Верховної Ради України
1	3119	unknown	9	917	підкомітету з питань виконання рішень Європейського суду з прав людини та альтернативного розв’язання спорів Комітету Верховної Ради України з питань правової політики	Голова підкомітету Комітету Верховної Ради України
1	3120	unknown	9	917	підкомітету з питань організації та діяльності адвокатури, органів надання правової допомоги Комітету Верховної Ради України з питань правової політики	Голова підкомітету Комітету Верховної Ради України
1	3121	unknown	9	1033	підкомітету з питань виборів, референдумів та інших форм безпосередньої демократії Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3125	unknown	9	917	підкомітету з питань адміністративних послуг та адміністративних процедур Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3126	unknown	9	917	підкомітету з питань регіональної політики та місцевих бюджетів Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3127	unknown	9	917	підкомітету з питань містобудування, благоустрою та земельних відносин у межах територій забудови Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3128	unknown	9	917	підкомітету з питань будівництва та проектування Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3129	unknown	9	917	підкомітету з питань державного архітектурно-будівельного контролю та нагляду, ліцензування і страхування у будівництві Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3133	unknown	9	917	підкомітету з питань сталого розвитку, стратегії та інвестицій Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3134	unknown	9	917	підкомітету з питань ядерної енергетики та ядерної безпеки Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3135	unknown	9	917	підкомітету з питань електроенергетики та транспортування електроенергії Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3136	unknown	9	917	підкомітету з питань нетрадиційних та відновлюваних джерел енергії, альтернативних видів палива Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3137	unknown	9	917	підкомітету з питань енергозбереження та енергоефективності Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3138	unknown	9	917	підкомітету з питань нафтової, нафтотранспортної галузі та нафтопродуктозабезпечення Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3139	unknown	9	917	підкомітету з питань газової, газотранспортної галузі та політики газопостачання Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3140	unknown	9	917	підкомітету з питань вугільної промисловості Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3141	unknown	9	917	підкомітету з питань поводження з побутовими відходами Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3142	unknown	9	917	підкомітету з питань централізованого водопостачання, водовідведення, виробництва тепла та теплопостачання Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3143	unknown	9	917	підкомітету з питань взаємодії з державними органами влади та громадськістю Комітету Верховної Ради України з питань енергетики та житлово-комунальних послуг	Голова підкомітету Комітету Верховної Ради України
1	3144	unknown	9	917	підкомітету з питань культурної політики Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Голова підкомітету Комітету Верховної Ради України
1	3145	unknown	9	1033	підкомітету з питань інформаційної політики Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3146	unknown	9	917	підкомітету з питань туризму та курортів Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Голова підкомітету Комітету Верховної Ради України
1	3147	unknown	9	917	підкомітету у справах сім’ї та дітей Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Голова підкомітету Комітету Верховної Ради України
1	3148	unknown	9	1033	підкомітету у сфері кінематографу та реклами Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3149	unknown	9	917	підкомітету з питань земельних відносин Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3150	unknown	9	917	підкомітету з питань ціноутворення та розвитку зовнішньоекономічної діяльності в агропромисловому комплексі Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3151	unknown	9	917	підкомітету з питань соціальної політики агропромислового комплексу, розвитку сільських територій, науки та освіти Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3152	unknown	9	917	підкомітету з питань економічної і фінансової політики в агропромисловому комплексі Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3153	unknown	9	917	підкомітету з питань харчової промисловості та торгівлі агропромисловими товарами Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3154	unknown	9	917	підкомітету з питань удосконалення структури державного управління в сфері агропромислового комплексу Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3155	unknown	9	917	підкомітету з питань розвитку базових галузей в  агропромисловому комплексі Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3156	unknown	9	917	підкомітету з питань інновацій та інфраструктури в сфері агропромислового комплексу Комітету Верховної Ради України з питань аграрної та земельної політики	Голова підкомітету Комітету Верховної Ради України
1	3157	unknown	9	917	підкомітету з питань державної економічної політики Комітету Верховної Ради України з питань економічного розвитку	Голова підкомітету Комітету Верховної Ради України
1	3158	unknown	9	917	підкомітету з питань регуляторної політики Комітету Верховної Ради України з питань економічного розвитку	Голова підкомітету Комітету Верховної Ради України
1	3159	unknown	9	917	підкомітету з питань промислової політики Комітету Верховної Ради України з питань економічного розвитку	Голова підкомітету Комітету Верховної Ради України
1	3160	unknown	9	917	підкомітету з питань взаємодії держави і бізнесу та інвестицій Комітету Верховної Ради України з питань економічного розвитку	Голова підкомітету Комітету Верховної Ради України
1	3161	unknown	9	917	підкомітету з питань розвитку конкуренції та рівних умов для бізнесу Комітету Верховної Ради України з питань економічного розвитку	Голова підкомітету Комітету Верховної Ради України
1	3162	unknown	9	917	підкомітету з питань регулювання публічних закупівель та ефективного управління державним і комунальним майном Комітету Верховної Ради України з питань економічного розвитку	Голова підкомітету Комітету Верховної Ради України
1	3163	unknown	9	917	підкомітету з питань банківської діяльності, монетарної стабільності, взаємодії з Національним банком України та захисту прав споживачів фінансових послуг Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3164	unknown	9	917	підкомітету з питань функціонування платіжних і інформаційних систем та запобігання легалізації (відмиванню) доходів, одержаних злочинним шляхом Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3165	unknown	9	917	підкомітету з питань ринку капіталів, інших регульованих ринків, цінних паперів та похідних фінансових інструментів (деривативи) Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3166	unknown	9	917	підкомітету з питань функціонування небанківських фінансових установ та страхової діяльності Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3167	unknown	9	917	підкомітету з питань загального податкового адміністрування та оподаткування податком на прибуток підприємств, бухгалтерського обліку і аудиту Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3168	unknown	9	917	підкомітету з питань оподаткування податком на додану вартість Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3169	unknown	9	917	підкомітету з питань оподаткування доходів фізичних осіб, єдиного соціального внеску на загальнообов’язкове державне соціальне страхування та інших нарахувань на фонд оплати праці Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3170	unknown	9	917	підкомітету з питань акцизного податку та законодавчого регулювання ринку спирту, алкоголю і тютюну Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3171	unknown	9	917	підкомітету з питань рентних платежів, екологічного податку та оподаткування АПК  Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3172	unknown	9	917	підкомітету з питань місцевих податків і зборів Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3173	unknown	9	917	підкомітету з питань правового забезпечення діяльності податкових органів Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3174	unknown	9	917	підкомітету з питань митної справи Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3175	unknown	9	917	підкомітету з питань тарифного та нетарифного регулювання Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3176	unknown	9	917	підкомітету з питань правового забезпечення діяльності митних органів Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3177	unknown	9	917	підкомітету з питань організації та оподаткування грального бізнесу Комітету Верховної Ради України з питань фінансів, податкової та митної політики	Голова підкомітету Комітету Верховної Ради України
1	3178	unknown	9	917	підкомітету з питань економічного, секторального співробітництва та поглибленої і всеохоплюючої зони вільної торгівлі між Україною та ЄС Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Голова підкомітету Комітету Верховної Ради України
1	3180	unknown	9	917	підкомітету з питань регіонального та транскордонного співробітництва між Україною та країнами-членами ЄС Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Голова підкомітету Комітету Верховної Ради України
1	3181	unknown	9	1033	підкомітету з питань наближення законодавства України до законодавства ЄС Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3183	unknown	9	917	підкомітету з питань координації програм технічної допомоги Європейського Союзу та співпраці з Євратомом Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Голова підкомітету Комітету Верховної Ради України
1	3203	unknown	9	1033	підкомітету цифрової економіки, інноваційного розвитку та електронного бізнесу Комітету Верховної Ради України з питань цифрової трансформації	Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3209	unknown	9	936	Тимчасової спеціальної комісїї Верховної Ради України з питань формування і реалізації державної політики щодо відновлення територіальної цілісності та забезпечення суверенітету України	Голова Комісії
1	3209	unknown	9	938	Тимчасової спеціальної комісїї Верховної Ради України з питань формування і реалізації державної політики щодо відновлення територіальної цілісності та забезпечення суверенітету України	Заступник голови Комісії
10	3209	unknown	9	940	Тимчасової спеціальної комісїї Верховної Ради України з питань формування і реалізації державної політики щодо відновлення територіальної цілісності та забезпечення суверенітету України	Член Комісії
1	3211	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)	Голова Комісії
1	3211	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)	Заступник голови Комісії
9	3211	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)	Член Комісії
1	3214	unknown	9	936	Лічильної комісії Верховної Ради України дев’ятого скликання	Голова Комісії
1	3214	unknown	9	938	Лічильної комісії Верховної Ради України дев’ятого скликання	Заступник голови Комісії
1	3214	unknown	9	939	Лічильної комісії Верховної Ради України дев’ятого скликання	Секретар Комісії
10	3214	unknown	9	940	Лічильної комісії Верховної Ради України дев’ятого скликання	Член Комісії
1	3215	unknown	9	917	підкомітету електронного врядування Комітету Верховної Ради України з питань цифрової трансформації	Голова підкомітету Комітету Верховної Ради України
1	3216	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих фактів порушення законодавства України та зловживання службовим становищем президентом Української асоціації футболу (Федерації футболу України), головою Комітету Верховної Ради України з питань бюджету Верховної Ради України восьмого скликання Павелком А.В. при вирішенні питання фінансування та реалізації бюджетної програми "Будівництво футбольних полів зі штучним покриттям в регіонах України" у 2017-2018 роках	Голова Комісії
1	3216	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих фактів порушення законодавства України та зловживання службовим становищем президентом Української асоціації футболу (Федерації футболу України), головою Комітету Верховної Ради України з питань бюджету Верховної Ради України восьмого скликання Павелком А.В. при вирішенні питання фінансування та реалізації бюджетної програми "Будівництво футбольних полів зі штучним покриттям в регіонах України" у 2017-2018 роках	Заступник голови Комісії
8	3216	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих фактів порушення законодавства України та зловживання службовим становищем президентом Української асоціації футболу (Федерації футболу України), головою Комітету Верховної Ради України з питань бюджету Верховної Ради України восьмого скликання Павелком А.В. при вирішенні питання фінансування та реалізації бюджетної програми "Будівництво футбольних полів зі штучним покриттям в регіонах України" у 2017-2018 роках	Член Комісії
1	3217	unknown	9	936	Тимчасової спеціальної комісії Верховної Ради України з питань правового статусу ветеранів війни	Голова Комісії
1	3217	unknown	9	938	Тимчасової спеціальної комісії Верховної Ради України з питань правового статусу ветеранів війни	Заступник голови Комісії
11	3217	unknown	9	940	Тимчасової спеціальної комісії Верховної Ради України з питань правового статусу ветеранів війни	Член Комісії
1	3219	unknown	9	917	підкомітету з питань соціального захисту і реабілітації осіб з інвалідністю та регулювання діяльності їх підприємств і громадських об’єднань Комітету Верховної Ради України з питань соціальної політики та захисту прав ветеранів	Голова підкомітету Комітету Верховної Ради України
1	3220	unknown	9	917	підкомітету з питань соціального захисту громадян, які постраждали внаслідок Чорнобильської катастрофи Комітету Верховної Ради України з питань соціальної політики та захисту прав ветеранів	Голова підкомітету Комітету Верховної Ради України
1	3221	unknown	9	917	підкомітету з питань соціального захисту прав ветеранів Комітету Верховної Ради України з питань соціальної політики та захисту прав ветеранів	Голова підкомітету Комітету Верховної Ради України
1	3222	fraction	9	1013	групи "ДОВІРА"	Голова депутатської групи
1	3222	fraction	9	1038	групи "ДОВІРА"	Заступник голови депутатської групи
18	3222	fraction	9	920	групи "ДОВІРА"	Член депутатської групи
1	3224	unknown	9	917	підкомітету з питань правового регулювання та аналізу діяльності спеціальних органів у сфері запобігання і протидії корупції Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3225	unknown	9	917	підкомітету з питань дотримання законодавства у сфері запобігання і протидії корупції органами державної влади та місцевого самоврядування Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3226	unknown	9	917	підкомітету з питань міжнародного партнерства та співробітництва щодо реалізації антикорупційної політики у фінансовій, агропромисловій і енергетичній сферах Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3228	unknown	9	917	підкомітету з питань взаємодії з громадянським суспільством Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3229	unknown	9	917	підкомітету з питань антикорупційної політики в економічній сфері Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3230	unknown	9	917	підкомітету з питань протидій корупції у сфері екології та природокористування Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3232	unknown	9	917	підкомітету з питань антикорупційної політики у сфері цифрових інновацій та публічних даних Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3234	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо укладання Угоди між Міністерством фінансів України та Спеціальним комітетом кредиторів з реструктуризації зовнішнього боргу у 2015 році	Голова Комісії
1	3234	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо укладання Угоди між Міністерством фінансів України та Спеціальним комітетом кредиторів з реструктуризації зовнішнього боргу у 2015 році	Заступник голови Комісії
7	3234	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо укладання Угоди між Міністерством фінансів України та Спеціальним комітетом кредиторів з реструктуризації зовнішнього боргу у 2015 році	Член Комісії
1	3242	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування оприлюднених у засобах масової інформації фактів можливих корупційних дій посадових осіб органів державної влади, які призвели до значних втрат дохідної частини Державного бюджету України	Голова Комісії
1	3242	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування оприлюднених у засобах масової інформації фактів можливих корупційних дій посадових осіб органів державної влади, які призвели до значних втрат дохідної частини Державного бюджету України	Заступник голови Комісії
12	3242	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування оприлюднених у засобах масової інформації фактів можливих корупційних дій посадових осіб органів державної влади, які призвели до значних втрат дохідної частини Державного бюджету України	Член Комісії
1	3243	unknown	9	1041	підкомітету з питань регулювання трудових відносин та зайнятості населення Комітету Верховної Ради України з питань соціальної політики та захисту прав ветеранів	Секретар Комітету, голова підкомітету Комітету Верховної Ради України
2	3244	fraction	9	1042	групи "Партія "За майбутнє"	Співголова депутатської групи
19	3244	fraction	9	920	групи "Партія "За майбутнє"	Член депутатської групи
1	3247	unknown	9	917	підкомітету електронної демократії Комітету Верховної Ради України з питань цифрової трансформації	Голова підкомітету Комітету Верховної Ради України
1	3248	unknown	9	917	підкомітету розвитку цифрових прав та компетентностей Комітету Верховної Ради України з питань цифрової трансформації	Голова підкомітету Комітету Верховної Ради України
1	3275	unknown	9	917	підкомітету з питань розвитку гуманітарної сфери в умовах децентралізації Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Голова підкомітету Комітету Верховної Ради України
1	3277	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів корупції в органах державного архітектурно-будівельного контролю та нагляду	Голова Комісії
1	3277	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів корупції в органах державного архітектурно-будівельного контролю та нагляду	Заступник голови Комісії
12	3277	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів корупції в органах державного архітектурно-будівельного контролю та нагляду	Член Комісії
1	3278	unknown	9	917	підкомітету з питань зміни клімату та охорони атмосферного повітря Комітету Верховної Ради України з питань екологічної політики та природокористування	Голова підкомітету Комітету Верховної Ради України
1	3287	unknown	9	917	підкомітету з питань міжнародної морської політики та безпеки Комітету Верховної Ради України з питань зовнішньої політики та міжпарламентського співробітництва	Голова підкомітету Комітету Верховної Ради України
1	3293	unknown	9	4	Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Голова Комітету Верховної Ради України
1	3293	unknown	9	5	Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Заступник голови Комітету Верховної Ради України
1	3293	unknown	9	7	Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Секретар Комітету Верховної Ради України
1	3293	unknown	9	8	Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Член Комітету Верховної Ради України
1	3293	unknown	9	916	Комітету Верховної Ради України з питань інтеграції України до Європейського Союзу	Перший заступник голови Комітету Верховної Ради України
1	3295	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань перевірки та оцінки стану акціонерного товариства "Українська залізниця", розслідування фактів можливої бездіяльності, порушення законодавства України органами управління зазначеного підприємства, що призвели до значного погіршення технічного стану підприємства та основних виробничих показників	Голова Комісії
1	3295	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань перевірки та оцінки стану акціонерного товариства "Українська залізниця", розслідування фактів можливої бездіяльності, порушення законодавства України органами управління зазначеного підприємства, що призвели до значного погіршення технічного стану підприємства та основних виробничих показників	Заступник голови Комісії
10	3295	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань перевірки та оцінки стану акціонерного товариства "Українська залізниця", розслідування фактів можливої бездіяльності, порушення законодавства України органами управління зазначеного підприємства, що призвели до значного погіршення технічного стану підприємства та основних виробничих показників	Член Комісії
1	3296	unknown	9	917	підкомітету з питань охорони і раціонального використання надр Комітету Верховної Ради України з питань екологічної політики та природокористування	Голова підкомітету Комітету Верховної Ради України
1	3297	unknown	9	917	підкомітету з питань охорони і раціонального використання водних ресурсів та державного моніторингу навколишнього природного середовища Комітету Верховної Ради України з питань екологічної політики та природокористування	Голова підкомітету Комітету Верховної Ради України
1	3298	unknown	9	917	підкомітету з питань антикорупційної політики у сфері господарських, земельних і містобудівних правовідносин Комітету Верховної Ради України з питань антикорупційної політики	Голова підкомітету Комітету Верховної Ради України
1	3299	unknown	9	1033	підкомітету цифрової та смарт-інфраструктури, електронних комунікацій, кібербезпеки та кіберзахисту Комітету Верховної Ради України з питань цифрової трансформації	Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3300	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування випадків та причин порушення прав дитини під час здійснення децентралізації повноважень з питань охорони дитинства, реформування системи закладів інституційного догляду та виховання, реалізації права дитини на сімейне виховання та усиновлення, розвитку (модернізації) соціальних послуг	Голова Комісії
1	3300	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування випадків та причин порушення прав дитини під час здійснення децентралізації повноважень з питань охорони дитинства, реформування системи закладів інституційного догляду та виховання, реалізації права дитини на сімейне виховання та усиновлення, розвитку (модернізації) соціальних послуг	Заступник голови Комісії
1	3300	unknown	9	939	Тимчасової слідчої комісії Верховної Ради України з питань розслідування випадків та причин порушення прав дитини під час здійснення децентралізації повноважень з питань охорони дитинства, реформування системи закладів інституційного догляду та виховання, реалізації права дитини на сімейне виховання та усиновлення, розвитку (модернізації) соціальних послуг	Секретар Комісії
8	3300	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування випадків та причин порушення прав дитини під час здійснення децентралізації повноважень з питань охорони дитинства, реформування системи закладів інституційного догляду та виховання, реалізації права дитини на сімейне виховання та усиновлення, розвитку (модернізації) соціальних послуг	Член Комісії
1	3301	unknown	9	917	підкомітету з питань адміністративно-територіального устрою та місцевого самоврядування Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3302	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих протиправних дій представників органів державної влади та інших осіб, що могли сприяти порушенню державного суверенітету, територіальної цілісності та недоторканності України і становити загрозу національній безпеці України	Голова Комісії
1	3302	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих протиправних дій представників органів державної влади та інших осіб, що могли сприяти порушенню державного суверенітету, територіальної цілісності та недоторканності України і становити загрозу національній безпеці України	Заступник голови Комісії
9	3302	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих протиправних дій представників органів державної влади та інших осіб, що могли сприяти порушенню державного суверенітету, територіальної цілісності та недоторканності України і становити загрозу національній безпеці України	Член Комісії
1	3303	unknown	9	936	Тимчасової спеціальної комісії Верховної Ради України з питань захисту прав інвесторів	Голова Комісії
1	3303	unknown	9	938	Тимчасової спеціальної комісії Верховної Ради України з питань захисту прав інвесторів	Заступник голови Комісії
11	3303	unknown	9	940	Тимчасової спеціальної комісії Верховної Ради України з питань захисту прав інвесторів	Член Комісії
1	3304	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих протиправних дій посадових осіб Державного космічного агентства України (Національного космічного агентства України) та підприємств космічної галузі, зокрема під час реалізації проектів "Либідь" та "Циклон-4"	Голова Комісії
1	3304	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих протиправних дій посадових осіб Державного космічного агентства України (Національного космічного агентства України) та підприємств космічної галузі, зокрема під час реалізації проектів "Либідь" та "Циклон-4"	Заступник голови Комісії
8	3304	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих протиправних дій посадових осіб Державного космічного агентства України (Національного космічного агентства України) та підприємств космічної галузі, зокрема під час реалізації проектів "Либідь" та "Циклон-4"	Член Комісії
1	3306	unknown	9	917	підкомітету з питань музичної індустрії Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Голова підкомітету Комітету Верховної Ради України
1	3307	unknown	9	1034	підкомітету з питань національної та культурної пам’яті Комітету Верховної Ради України з питань гуманітарної та інформаційної політики	Перший заступник голови Комітету, голова підкомітету Комітету Верховної Ради України
1	3308	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування смерті (вбивства) народного депутата України Полякова Антона Едуардовича	Голова Комісії
1	3308	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування смерті (вбивства) народного депутата України Полякова Антона Едуардовича	Заступник голови Комісії
1	3308	unknown	9	939	Тимчасової слідчої комісії Верховної Ради України з питань розслідування смерті (вбивства) народного депутата України Полякова Антона Едуардовича	Секретар Комісії
5	3308	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування смерті (вбивства) народного депутата України Полякова Антона Едуардовича	Член Комісії
1	3309	unknown	9	917	підкомітету з питань охоронної і детективної діяльності Комітету Верховної Ради України з питань правоохоронної діяльності	Голова підкомітету Комітету Верховної Ради України
